Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI
-30.86013889,29.07125,10-01-2011,14558,10724.5,11450,10000.5,0.119501692,-0.032717761
-27.356667,27.286389,10-01-2011,16828.5,9502.5,12665.5,9643,0.141147352,-0.142683147
-27.01011111,26.69808333,11-01-2011,12433.5,10433.5,9579.5,8531.5,0.129650661,0.042672263
-25.73411,27.21422,11-01-2011,21914,17765,22170.5,17965.5,-0.005818372,-0.110315384
-26.98472222,26.63227778,11-01-2011,13683,10207,14011.5,11850.5,-0.011861561,-0.157090654
-27.398611,26.614722,11-01-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-27.671111,27.236944,11-01-2011,14887,10943,13522,11403,0.048048154,-0.1054159
-29.160278,26.573333,11-01-2011,,,,,,
-34.250556,20.9925,11-01-2011,12323,9019,13161,10800.5,-0.032883378,-0.186744815
-25.45963889,28.26430556,11-01-2011,13959,9926,15156.5,12552.5,-0.041129295,-0.208531845
-25.81048333,27.90955222,12-01-2011,16870.5,9753,13408,10257,0.11435507,-0.157808385
-27.273889,28.49,12-01-2011,12333,9060,9264.5,8181,0.142076629,-0.011159923
-27.4275,28.525833,12-01-2011,16767,10794,18026.5,15340.5,-0.03619929,-0.250949845
-28.883333,27.89,12-01-2011,14007.5,9248,12553.5,9979,0.054741915,-0.151618008
-27.00222,28.76528,13-01-2011,13724,9691,13005.5,10754.5,0.026880413,-0.146035732
-27.02314,28.59389,13-01-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-30.534167,24.961944,13-01-2011,15132.5,10835,13586,11169,0.053850306,-0.11264895
-28.460833,21.248889,13-01-2011,14599,12046.5,12067,11038.5,0.094952374,-0.000850146
-29.658056,25.973333,14-01-2011,14001,10765,12520,10583,0.05584254,-0.07537041
-28.760833,17.730278,16-01-2011,11190,11426,7687.5,7645,0.185538339,0.195594737
-25.513889,31.224444,17-01-2011,14776,9116.5,12424,9895,0.086470588,-0.153547968
-26.861111,28.884722,17-01-2011,17658.5,9550,13746.5,10574,0.124566152,-0.180134355
-31.554722,29.245556,17-01-2011,19619,9449,13890,10042,0.170968993,-0.19028236
-28.058889,30.373611,17-01-2011,14514,9326,12189.5,9706,0.087048514,-0.133090098
-25.127778,27.628889,18-01-2011,7814,5189.5,6664,5222,0.079430861,-0.124393639
-25.20639,27.558,18-01-2011,14137.5,10466.5,10315.5,8536,0.156299841,0.007265903
-24.69514,27.40906,18-01-2011,15543,10647,11919.5,9642.5,0.131943559,-0.056388895
-25.681111,31.783333,18-01-2011,13298.5,10809,10191,9261,0.132293152,0.029428571
-27.802778,28.768333,18-01-2011,12128.5,9803.5,9325,8486,0.130677978,0.02501503
-27.398611,26.614722,18-01-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-31.104278,29.399722,18-01-2011,,,,,,
-31.396,29.2651,18-01-2011,12488,11835.5,8894,8335,0.168085305,0.141899226
-33.38056,19.30167,18-01-2011,15820,10665.5,16377.5,13975,-0.017315009,-0.211219169
-33.31388889,19.07472222,18-01-2011,13162.5,9546.5,12786,10889,0.014509509,-0.145057651
-27.495556,26.074722,18-01-2011,17937.5,11044.5,18143.5,14152.5,-0.005709376,-0.24321639
-24.39619444,27.08983333,19-01-2011,,,,,,
-26.970278,27.211111,19-01-2011,10218,11040,7946.5,7735,0.125051612,0.162931557
-26.880278,26.965,19-01-2011,14265,9582.5,14182,11071.5,0.002917707,-0.193544994
-27.273889,28.49,19-01-2011,12333,9060,9264.5,8181,0.142076629,-0.011159923
-27.3,28.586944,19-01-2011,14954,9636,14753,11537.5,0.006766082,-0.2098077
-27.044444,27.005,19-01-2011,17418.5,9908,13987,10115,0.109264301,-0.170705168
-30.568333,29.422778,19-01-2011,16880,9196.5,12987.5,10366.5,0.130325605,-0.170888929
-30.570833,29.150556,19-01-2011,,,,,,
-34.031944,22.053333,19-01-2011,9058,7859,8310,7822,0.043067711,-0.027892881
-33.13083,18.86278,19-01-2011,15187,11456.5,14527,12799,0.022211752,-0.118171147
-33.7075,18.97444444,19-01-2011,14270,9913,13652,11469.5,0.022133085,-0.158667515
-25.57877778,29.12747222,19-01-2011,13560,10076,16388,13014,-0.094430346,-0.238512696
-26.006389,29.253889,20-01-2011,,,,,,
-27.02314,28.59389,20-01-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-30.679722,26.7125,20-01-2011,13400,10548,7764,7659,0.266301266,0.152031455
-28.460833,21.248889,20-01-2011,14599,12046.5,12067,11038.5,0.094952374,-0.000850146
-30.77586667,29.03221667,20-01-2011,,,,,,
-24.925278,29.324444,21-01-2011,13185,9112,13904.5,11277,-0.026560106,-0.20822019
-28.460833,21.248889,21-01-2011,14599,12046.5,12067,11038.5,0.094952374,-0.000850146
-24.679167,30.8025,24-01-2011,12245,9505.5,14908.5,13718,-0.098090486,-0.221307447
-25.99136,27.84208,24-01-2011,18631.5,11771.5,16495,12815,0.060823025,-0.167105938
-25.49037,30.6986,24-01-2011,10676,8325,8915.5,8274,0.089860399,-0.034250747
-26.970278,27.211111,24-01-2011,10218,11040,7946.5,7735,0.125051612,0.162931557
-27.671111,27.236944,24-01-2011,14887,10943,13522,11403,0.048048154,-0.1054159
-27.356667,27.286389,24-01-2011,16828.5,9502.5,12665.5,9643,0.141147352,-0.142683147
-27.01011111,26.69808333,25-01-2011,12433.5,10433.5,9579.5,8531.5,0.129650661,0.042672263
-26.98472222,26.63227778,25-01-2011,13683,10207,14011.5,11850.5,-0.011861561,-0.157090654
-27.398611,26.614722,25-01-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-33.818056,19.694722,25-01-2011,,,,,,
-25.45963889,28.26430556,25-01-2011,13959,9926,15156.5,12552.5,-0.041129295,-0.208531845
-33.897778,20.012778,25-01-2011,13871,9154,11520,9420,0.092591863,-0.114443262
-25.81048333,27.90955222,26-01-2011,16870.5,9753,13408,10257,0.11435507,-0.157808385
-34.065833,20.404167,26-01-2011,13535,8387,10165,8604,0.142194093,-0.095838724
-24.058889,31.237222,26-01-2011,14757.5,9468.5,13111.5,10821,0.05906204,-0.161337467
-26.648056,27.089444,26-01-2011,19310.5,9597,12954.5,9447.5,0.196993646,-0.148881449
-26.880278,26.965,26-01-2011,14265,9582.5,14182,11071.5,0.002917707,-0.193544994
-27.273889,28.49,26-01-2011,12333,9060,9264.5,8181,0.142076629,-0.011159923
-27.044444,27.005,26-01-2011,17418.5,9908,13987,10115,0.109264301,-0.170705168
-34.092222,21.295278,26-01-2011,14913,9525,13943,11317,0.033615193,-0.188256349
-27.02314,28.59389,27-01-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-26.73806,27.59194,27-01-2011,9089.5,9167,7963,7740,0.066060695,0.070286048
-28.760833,17.730278,30-01-2011,11190,11426,7687.5,7645,0.185538339,0.195594737
-26.861111,28.884722,31-01-2011,17658.5,9550,13746.5,10574,0.124566152,-0.180134355
-26.73806,27.59194,31-01-2011,9089.5,9167,7963,7740,0.066060695,0.070286048
-25.127778,27.628889,01-02-2011,7814,5189.5,6664,5222,0.079430861,-0.124393639
-24.69514,27.40906,01-02-2011,15543,10647,11919.5,9642.5,0.131943559,-0.056388895
-27.363611,31.783333,01-02-2011,17894.5,9281,13078,9695,0.155508919,-0.169819759
-27.802778,28.768333,01-02-2011,12128.5,9803.5,9325,8486,0.130677978,0.02501503
-29.160278,26.573333,01-02-2011,,,,,,
-34.329722,18.990278,01-02-2011,10864,8959,12654,11808.5,-0.076111914,-0.170961921
-25.20639,27.558,02-02-2011,14137.5,10466.5,10315.5,8536,0.156299841,0.007265903
-23.281,30.54305556,03-02-2011,17210,11879.5,18270.5,15619.5,-0.029889658,-0.211973466
-28.801278,31.955389,03-02-2011,16685.5,9427,12127,9348,0.158212581,-0.125266772
-27.00222,28.76528,03-02-2011,13724,9691,13005.5,10754.5,0.026880413,-0.146035732
-27.02314,28.59389,03-02-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-27.3,28.586944,03-02-2011,14954,9636,14753,11537.5,0.006766082,-0.2098077
-30.679722,26.7125,03-02-2011,13400,10548,7764,7659,0.266301266,0.152031455
-28.460833,21.248889,03-02-2011,14599,12046.5,12067,11038.5,0.094952374,-0.000850146
-28.460833,21.248889,04-02-2011,14599,12046.5,12067,11038.5,0.094952374,-0.000850146
-29.140556,31.391944,07-02-2011,13930,11594,8610,8471,0.236024845,0.147693526
-25.99136,27.84208,07-02-2011,18631.5,11771.5,16495,12815,0.060823025,-0.167105938
-24.058889,31.237222,07-02-2011,14757.5,9468.5,13111.5,10821,0.05906204,-0.161337467
-26.73806,27.59194,07-02-2011,9089.5,9167,7963,7740,0.066060695,0.070286048
-30.86013889,29.07125,07-02-2011,14558,10724.5,11450,10000.5,0.119501692,-0.032717761
-27.356667,27.286389,07-02-2011,16828.5,9502.5,12665.5,9643,0.141147352,-0.142683147
-28.058889,30.373611,07-02-2011,14514,9326,12189.5,9706,0.087048514,-0.133090098
-27.01011111,26.69808333,08-02-2011,12433.5,10433.5,9579.5,8531.5,0.129650661,0.042672263
-27.169444,29.233889,08-02-2011,6219,4774,5600.5,4803,0.052328779,-0.07966649
-26.98472222,26.63227778,08-02-2011,13683,10207,14011.5,11850.5,-0.011861561,-0.157090654
-27.398611,26.614722,08-02-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-27.573056,24.746389,08-02-2011,17012.5,9767.5,12108,9335,0.168420872,-0.10699184
-33.501667,21.624167,08-02-2011,,,,,,
-32.502778,19.535833,08-02-2011,17653,13104,19330,16984,-0.045345159,-0.191959055
-25.45963889,28.26430556,08-02-2011,13959,9926,15156.5,12552.5,-0.041129295,-0.208531845
-26.970278,27.211111,09-02-2011,10218,11040,7946.5,7735,0.125051612,0.162931557
-27.273889,28.49,09-02-2011,12333,9060,9264.5,8181,0.142076629,-0.011159923
-28.69485,28.23487,09-02-2011,14198,8931,11670,9620,0.097726921,-0.132954711
-28.883333,27.89,09-02-2011,14007.5,9248,12553.5,9979,0.054741915,-0.151618008
-27.02314,28.59389,10-02-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-30.679722,26.7125,10-02-2011,11724,10468,7895,7622,0.195167949,0.140118717
-30.534167,24.961944,10-02-2011,15132.5,10835,13586,11169,0.053850306,-0.11264895
-34.031944,22.053333,10-02-2011,9058,7859,8310,7822,0.043067711,-0.027892881
-34.039722,22.133333,10-02-2011,13491.5,9266,13393,11250.5,0.003663821,-0.182135134
-32.595833,19.009444,10-02-2011,15218.5,10334,14735,12208.5,0.016141686,-0.175555467
-28.801278,31.955389,11-02-2011,16685.5,9427,12127,9348,0.158212581,-0.125266772
-29.658056,25.973333,11-02-2011,14001,10765,12520,10583,0.05584254,-0.07537041
-28.068333,31.55,11-02-2011,16337.5,9854.5,14979,11663,0.043379688,-0.20635432
-28.760833,17.730278,13-02-2011,11190,11426,7687.5,7645,0.185538339,0.195594737
-29.7775,29.470833,14-02-2011,16079.5,9355,12341.5,9665.5,0.131522466,-0.13764893
-29.987778,29.851667,14-02-2011,19052.5,9616,14601,11173.5,0.132274503,-0.205847132
-29.744167,29.905833,14-02-2011,15146.5,9829.5,12551,9830.5,0.093708818,-0.121601394
-26.861111,28.884722,14-02-2011,17658.5,9550,13746.5,10574,0.124566152,-0.180134355
-26.45,28.085833,14-02-2011,15210,10720,17974,14201,-0.083293153,-0.252805465
-31.396,29.2651,14-02-2011,12488,11835.5,8894,8335,0.168085305,0.141899226
-25.20639,27.558,15-02-2011,14137.5,10466.5,10315.5,8536,0.156299841,0.007265903
-24.69514,27.40906,15-02-2011,15543,10647,11919.5,9642.5,0.131943559,-0.056388895
-26.006389,29.253889,15-02-2011,,,,,,
-27.802778,28.768333,15-02-2011,12128.5,9803.5,9325,8486,0.130677978,0.02501503
-27.398611,26.614722,15-02-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-27.671111,27.236944,15-02-2011,14887,10943,13522,11403,0.048048154,-0.1054159
-29.160278,26.573333,15-02-2011,,,,,,
-30.568333,29.422778,15-02-2011,17023,9417,13069.5,10005.5,0.13137825,-0.162430792
-30.570833,29.150556,15-02-2011,,,,,,
-33.38056,19.30167,15-02-2011,15820,10665.5,16377.5,13975,-0.017315009,-0.211219169
-33.31388889,19.07472222,15-02-2011,13162.5,9546.5,12786,10889,0.014509509,-0.145057651
-27.495556,26.074722,15-02-2011,17937.5,11044.5,18143.5,14152.5,-0.005709376,-0.24321639
-25.436111,31.982222,16-02-2011,,,,,,
-24.39619444,27.08983333,16-02-2011,,,,,,
-25.67386,31.57527,16-02-2011,17360.5,9328,12598.5,9475,0.158950566,-0.149157412
-30.733889,29.828333,16-02-2011,16068,9712.5,14358,11011,0.056201933,-0.192995575
-30.398056,30.601944,16-02-2011,17011,9213.5,12459.5,9742.5,0.154442578,-0.149771605
-27.273889,28.49,16-02-2011,12333,9060,9264.5,8181,0.142076629,-0.011159923
-27.3,28.586944,16-02-2011,14954,9636,14753,11537.5,0.006766082,-0.2098077
-27.044444,27.005,16-02-2011,17418.5,9908,13987,10115,0.109264301,-0.170705168
-30.86013889,29.07125,16-02-2011,14558,10724.5,11450,10000.5,0.119501692,-0.032717761
-30.77586667,29.03221667,16-02-2011,,,,,,
-33.13083,18.86278,16-02-2011,15187,11456.5,14527,12799,0.022211752,-0.118171147
-24.925278,29.324444,17-02-2011,13185,9112,13904.5,11277,-0.026560106,-0.20822019
-27.00222,28.76528,17-02-2011,13724,9691,13005.5,10754.5,0.026880413,-0.146035732
-27.02314,28.59389,17-02-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-22.43772222,31.07805556,18-02-2011,13383.5,9030,12118,10110.5,0.049624532,-0.146018536
-29.803611,30.516111,18-02-2011,15906,9643,14471,11037,0.047239688,-0.200215642
-25.99136,27.84208,21-02-2011,18631.5,11771.5,16495,12815,0.060823025,-0.167105938
-26.861111,28.884722,21-02-2011,17658.5,9550,13746.5,10574,0.124566152,-0.180134355
-26.73806,27.59194,21-02-2011,9089.5,9167,7963,7740,0.066060695,0.070286048
-26.45,28.085833,21-02-2011,15210,10720,17974,14201,-0.083293153,-0.252805465
-27.01011111,26.69808333,22-02-2011,12433.5,10433.5,9579.5,8531.5,0.129650661,0.042672263
-27.169444,29.233889,22-02-2011,6219,4774,5600.5,4803,0.052328779,-0.07966649
-26.98472222,26.63227778,22-02-2011,13683,10207,14011.5,11850.5,-0.011861561,-0.157090654
-27.398611,26.614722,22-02-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-29.160278,26.573333,22-02-2011,,,,,,
-33.818056,19.694722,22-02-2011,13785,9684,14045.5,11787,-0.009360234,-0.183800754
-25.81048333,27.90955222,23-02-2011,16870.5,9753,13408,10257,0.11435507,-0.157808385
-29.641944,30.6875,23-02-2011,14678,9601,12867,10208,0.06574696,-0.145362293
-34.065833,20.404167,23-02-2011,13912,8344,10705,8910,0.130275826,-0.123943514
-33.980556,21.653333,23-02-2011,11814,10721,10788,9878,0.045394213,-0.003114975
-22.769722,30.886944,23-02-2011,15026,9241,13124,10324,0.067566607,-0.173619495
-27.00222,28.76528,23-02-2011,13724,9691,13005.5,10754.5,0.026880413,-0.146035732
-27.02314,28.59389,23-02-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-27.38972222,26.46388889,23-02-2011,11481,11597,8583,8196.5,0.144437799,0.149355798
-27.398611,26.614722,23-02-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-27.671111,27.236944,23-02-2011,14887,10943,13522,11403,0.048048154,-0.1054159
-27.356667,27.286389,23-02-2011,16828.5,9502.5,12665.5,9643,0.141147352,-0.142683147
-33.897778,20.012778,23-02-2011,14549,9048,10812,9109,0.147352234,-0.088821752
-23.763056,27.908611,24-02-2011,,,,,,
-23.23572222,27.717,24-02-2011,12384,10024,10676.5,9671,0.074044362,-0.031520978
-28.44555556,32.325,24-02-2011,8627,10515,7626,7476,0.06158863,0.159252522
-30.679722,26.7125,24-02-2011,11093,9954,7819,7634,0.173117597,0.120126034
-30.160091,27.40124,24-02-2011,14141.5,10077,12302,10587,0.069563409,-0.099423567
-30.336111,27.359444,24-02-2011,12158,9792,7909,7766,0.211740669,0.106378171
-28.460833,21.248889,24-02-2011,13248,11215.5,10636.5,9105.5,0.109338692,0.026496431
-22.91028,29.61111,25-02-2011,,,,,,
-28.760833,17.730278,27-02-2011,11190,11426,7687.5,7645,0.185538339,0.195594737
-24.183889,30.823889,01-03-2011,12975,9423,12192,10273.5,0.031112171,-0.128105482
-27.398611,26.614722,01-03-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-27.671111,27.236944,01-03-2011,14887,10943,13522,11403,0.048048154,-0.1054159
-29.160278,26.573333,01-03-2011,,,,,,
-27.495556,26.074722,01-03-2011,17937.5,11044.5,18143.5,14152.5,-0.005709376,-0.24321639
-23.658056,31.05,02-03-2011,13467,10056.5,14670.5,12154.5,-0.042772101,-0.186597646
-26.648056,27.089444,02-03-2011,8205.5,4870,6161,4771,0.142310236,-0.117033814
-27.802778,28.768333,02-03-2011,12113.5,9611,11318.5,9288,0.033927962,-0.081583411
-24.679167,30.8025,03-03-2011,12245,9505.5,14908.5,13718,-0.098090486,-0.221307447
-27.273889,28.49,03-03-2011,12333,9060,9264.5,8181,0.142076629,-0.011159923
-27.3,28.586944,03-03-2011,14954,9636,14753,11537.5,0.006766082,-0.2098077
-30.679722,26.7125,03-03-2011,11093,9954,7819,7634,0.173117597,0.120126034
-27.02314,28.59389,04-03-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-25.99136,27.84208,07-03-2011,,,,,,
-31.554722,29.245556,07-03-2011,19619,9449,13890,10042,0.170968993,-0.19028236
-27.01011111,26.69808333,08-03-2011,12433.5,10433.5,9579.5,8531.5,0.129650661,0.042672263
-27.802778,28.768333,08-03-2011,12113.5,9611,11318.5,9288,0.033927962,-0.081583411
-26.98472222,26.63227778,08-03-2011,13683,10207,14011.5,11850.5,-0.011861561,-0.157090654
-27.398611,26.614722,08-03-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-27.671111,27.236944,08-03-2011,15184,10818,13762,11133,0.049125959,-0.119772172
-29.160278,26.573333,08-03-2011,,,,,,
-31.396,29.2651,08-03-2011,12488,11835.5,8894,8335,0.168085305,0.141899226
-25.45963889,28.26430556,08-03-2011,13959,9926,15156.5,12552.5,-0.041129295,-0.208531845
-25.81048333,27.90955222,09-03-2011,16142,10433.5,14017,11026.5,0.070459896,-0.14656142
-22.225556,29.990556,09-03-2011,29764,65535,46934,26873.5,-0.223865029,0.165387796
-26.03611,30.99778,09-03-2011,14226,9724,11657.5,9907,0.099233102,-0.090428642
-28.404444,30.013056,09-03-2011,,,,,,
-29.380556,30.2775,09-03-2011,15627,9168,13115.5,10091.5,0.087379316,-0.177149012
-26.648056,27.089444,09-03-2011,8205.5,4870,6161,4771,0.142310236,-0.117033814
-26.970278,27.211111,09-03-2011,10218,11040,7946.5,7735,0.125051612,0.162931557
-27.273889,28.49,09-03-2011,12333,9060,9264.5,8181,0.142076629,-0.011159923
-27.3,28.586944,09-03-2011,14954,9636,14753,11537.5,0.006766082,-0.2098077
-27.044444,27.005,09-03-2011,17418.5,9908,13987,10115,0.109264301,-0.170705168
-28.69485,28.23487,09-03-2011,14198,8931,11670,9620,0.097726921,-0.132954711
-28.883333,27.89,09-03-2011,14007.5,9248,12553.5,9979,0.054741915,-0.151618008
-30.568333,29.422778,09-03-2011,17023,9417,13069.5,10005.5,0.13137825,-0.162430792
-30.570833,29.150556,09-03-2011,14121,9550,12990,10568.5,0.041717384,-0.152617569
-34.329722,18.990278,09-03-2011,10864,8959,12654,11808.5,-0.076111914,-0.170961921
-30.830556,26.921389,10-03-2011,,,,,,
-25.49037,30.6986,10-03-2011,16072,9046.5,12058,9321.5,0.142694632,-0.142694686
-29.380556,30.2775,10-03-2011,15627,9168,13115.5,10091.5,0.087379316,-0.177149012
-30.86013889,29.07125,10-03-2011,27145,21978.5,25473.5,22749,0.031766394,-0.073653376
-30.77586667,29.03221667,10-03-2011,16566.5,10123,15789,12188.5,0.024029918,-0.218663168
-29.658056,25.973333,11-03-2011,14001,10765,12520,10583,0.05584254,-0.07537041
-30.534167,24.961944,11-03-2011,12658.5,9619,12444,10599,0.008544966,-0.128042424
-31.031389,28.883333,11-03-2011,17769.5,13540,17908,16068.5,-0.003881998,-0.138895955
-34.039722,22.133333,11-03-2011,13491.5,9266,13393,11250.5,0.003663821,-0.182135134
-28.760833,17.730278,13-03-2011,11190,11426,7687.5,7645,0.185538339,0.195594737
-29.7775,29.470833,14-03-2011,16319.5,9852.5,13215,10945,0.105114358,-0.145767855
-29.987778,29.851667,14-03-2011,,,,,,
-29.744167,29.905833,14-03-2011,14730,9609.5,12273,9853,0.09098989,-0.121718268
-26.861111,28.884722,14-03-2011,15196,9383,13914.5,10984,0.044021916,-0.194505848
-26.73806,27.59194,14-03-2011,11090.5,10642,8503.5,8271.5,0.132030213,0.111697266
-26.45,28.085833,14-03-2011,15210,10720,17974,14201,-0.083293153,-0.252805465
-25.127778,27.628889,15-03-2011,7814,5189.5,6664,5222,0.079430861,-0.124393639
-25.20639,27.558,15-03-2011,14137.5,10466.5,10315.5,8536,0.156299841,0.007265903
-24.69514,27.40906,15-03-2011,15543,10647,11919.5,9642.5,0.131943559,-0.056388895
-25.73411,27.21422,15-03-2011,15835,10638.5,15640.5,12874,0.006179409,-0.190342098
-26.006389,29.253889,15-03-2011,,,,,,
-28.747778,31.745833,15-03-2011,,,,,,
-30.733889,29.828333,15-03-2011,13000.5,8771,9814.5,8624,0.13964497,-0.05614592
-27.398611,26.614722,15-03-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-27.495556,26.074722,15-03-2011,17937.5,11044.5,18143.5,14152.5,-0.005709376,-0.24321639
-24.282222,28.090278,16-03-2011,14726.5,9833.5,14166,11023.5,0.019399498,-0.180524594
-30.398056,30.601944,16-03-2011,15623.5,8965.5,12325,9749,0.118020645,-0.157793382
-30.27402,30.69602,16-03-2011,15234.5,9761,14276,11311.5,0.032479965,-0.18783542
-26.880278,26.965,16-03-2011,14265,9582.5,14182,11071.5,0.002917707,-0.193544994
-27.273889,28.49,16-03-2011,12333,9060,9264.5,8181,0.142076629,-0.011159923
-34.031944,22.053333,16-03-2011,9058,7859,8310,7822,0.043067711,-0.027892881
-23.763056,27.908611,17-03-2011,,,,,,
-27.00222,28.76528,17-03-2011,13724,9691,13005.5,10754.5,0.026880413,-0.146035732
-27.02314,28.59389,17-03-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-24.925278,29.324444,18-03-2011,13185,9112,13904.5,11277,-0.026560106,-0.20822019
-29.803611,30.516111,18-03-2011,16370,9330,12834,10197,0.121079304,-0.158094207
-26.970278,27.211111,21-03-2011,10218,11040,7946.5,7735,0.125051612,0.162931557
-27.01011111,26.69808333,22-03-2011,12433.5,10433.5,9579.5,8531.5,0.129650661,0.042672263
-25.99136,27.84208,22-03-2011,,,,,,
-26.861111,28.884722,22-03-2011,15196,9383,13914.5,10984,0.044021916,-0.194505848
-26.45,28.085833,22-03-2011,15210,10720,17974,14201,-0.083293153,-0.252805465
-27.398611,26.614722,22-03-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165
-33.501667,21.624167,22-03-2011,,,,,,
-33.31388889,19.07472222,22-03-2011,12492,8910,12045,9928,0.018217386,-0.149606299
-28.338333,31.373611,22-03-2011,12373,10239.5,11787,9931,0.024254967,-0.070256282
-29.641944,30.6875,23-03-2011,13939.5,9109,12721.5,10296.5,0.045684708,-0.16547949
-28.735556,29.820556,23-03-2011,23429.5,18311.5,20776.5,18325.5,0.060014478,-0.063062833
-26.648056,27.089444,23-03-2011,8205.5,4870,6161,4771,0.142310236,-0.117033814
-27.044444,27.005,23-03-2011,17418.5,9908,13987,10115,0.109264301,-0.170705168
-29.160278,26.573333,23-03-2011,,,,,,
-33.13083,18.86278,23-03-2011,14349,10717,14116,12729,0.008185491,-0.13687432
-25.45963889,28.26430556,23-03-2011,13959,9926,15156.5,12552.5,-0.041129295,-0.208531845
-25.81048333,27.90955222,24-03-2011,16142,10433.5,14017,11026.5,0.070459896,-0.14656142
-27.602222,29.942778,24-03-2011,14409,9184,13498,10596,0.032644139,-0.190194868
-27.3,28.586944,24-03-2011,14954,9636,14753,11537.5,0.006766082,-0.2098077
-33.38056,19.30167,24-03-2011,14722.5,9986.5,16432,13532,-0.054871688,-0.243976759
-27.00222,28.76528,25-03-2011,13724,9691,13005.5,10754.5,0.026880413,-0.146035732
-27.02314,28.59389,25-03-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228
-30.160091,27.40124,25-03-2011,15023,10187.5,11689,9991,0.124812818,-0.068635294
-30.336111,27.359444,25-03-2011,10775,9349,7749,7572,0.163355647,0.093578196
-28.760833,17.730278,27-03-2011,11190,11426,7687.5,7645,0.185538339,0.195594737
